cle	doc_id	Cl initiale	Cl finale	label classe finale	Cl regroupée	Verbatim	liste_index_lir	classe_lir	liste_discriminant_lir
1500	615	2	2	facture	facture	quand il y a une erreur sur le relevé de compteur, EDF doit envoyer un agent pour un relevé contradictoire. ceci nous coûterait 40 à 50 euros, or je n'ai pas à payer. la facture est normalement de 500 euros or ils l'ont doublé donc de 1000 euros.	agent(1),avoir(3),compteur(1),contradictoire(1),coûter(1),devoir(1),donc(1),doubler(1),envoyer(1),erreur(1),euro(3),facture(1),ne(1),normalement(1),pas(1),payer|payer(1),relevé(2),être(1)	1	avoir(3),devoir(1),envoyer(1),euro(3),facture(1),ne(1),pas(1),payer|payer(1),être(1),
3162	1263	2	2	facture	facture	j'ai du payer 150 euros alors que le camping ne fonctionnait pas (il etait ferme)je voudrais avoir un interlocuteur nomme avec qui je pourrais etre en contact.	alors(1),avoir(2),camping(1),contact(1),etait(1),etre(1),euro(1),ferme)je(1),fonctionner(1),interlocuteur(1),ne(1),nommer(1),pas(1),payer|payer(1),pouvoir(1),vouloir(1)	1	alors(1),avoir(2),contact(1),euro(1),interlocuteur(1),ne(1),pas(1),payer|payer(1),pouvoir(1),
2485	1042	2	2	facture	facture	que l'on est moins de soucis pour lire les factures on ne comprend pas pourquoi il y a acheminement et fourniture dans la facture.	acheminement(1),avoir(1),comprendre(1),facture(2),fourniture(1),lire(1),moins(1),ne(1),pas(1),pourquoi(1),souci(1),être(1)	1	avoir(1),facture(2),ne(1),pas(1),être(1),
1678	684	2	2	facture	facture	nous avons un lourd contentieux avec edf qui perdure depuis six mois: edf nous reclame un paiement pour une facture de 10.000 euros (ce qui au passage equivaut au total du paiement de nos factures sur cinq ans)et nous avions rendez-vous avec un technicien pour verifier le compteur mais l'agent est passé directement faire tout seul le controle pendant que nous l'attendions dans les locaux pour le faire en commun edf menace abusivement de couper l'electricite sans aucune autre forme.	abusivement(1),agent(1),ans)et(1),attendre(1),autre(1),avoir(2),commun(1),compteur(1),contentieux(1),controle(1),couper(1),directement(1),edf(3),electricite(1),equivaut(1),euro(1),facture(2),faire(2),forme(1),local(1),lourd(1),menacer(1),moi|mois(1),paiement(2),passage(1),passer(1),perdurer(1),reclame(1),rendez-vous(1),seul(1),technicien(1),total(1),tout(1),verifier(1),être(1)	4	avoir(2),edf(3),electricite(1),euro(1),facture(2),faire(2),moi|mois(1),passer(1),rendez-vous(1),technicien(1),tout(1),être(1),
2492	1046	2	2	facture	facture	par rapport a l'adresse de facturation : en fait elle n'a pas ete respectee :nous avons recu une relance avant d'avoir eu la facture et alors ensuite lorsqu'on a paye le delai etait depasse donc en fait edf nous a menace d'une coupure generale d'electricite et sur la facture suivante nous avons ete taxes de 15 euros pour retard de paiement alors qu'a la base edf n'a pas respecte la bonne adresse de facturation : c'est un souci actuellement regle grace au prelevement automatique.	:nous(1),actuellement(1),adresse(2),alors(2),automatique(1),avoir(10),base(1),bon(1),coupure(1),delai(1),depasse(1),donc(1),edf(2),electricite(1),ensuite(1),etait(1),ete(2),euro(1),facturation(2),facture(2),faire(2),generale(1),grace(1),menacer(1),ne(2),paiement(1),pas(2),payer(1),prelevement(1),rapport(1),recu(1),regle(1),relance(1),respectee(1),respecter(1),retard(1),souci(1),suivant(1),taxe(1),être(1)	1	alors(2),avoir(10),bon(1),edf(2),electricite(1),euro(1),facture(2),faire(2),ne(2),pas(2),être(1),
3858	1468	2	2	facture	facture	j'attends d'EDF un geste commercial par rapport à l'erreur commise, j'ai payé le déplacement d'un technicien qui n'a pas effectué le travail convenu en plus de l'erreur de kilo watt.	attendre(1),avoir(2),commercial(1),commettre(1),convenir(1),déplacement(1),effectuer(1),erreur(2),geste(1),kilo(1),ne(1),pas(1),payer|payer(1),plus(1),rapport(1),technicien(1),travail(1),watt(1)	1	avoir(2),ne(1),pas(1),payer|payer(1),plus(1),technicien(1),travail(1),
2795	1151	2	2	facture	facture	je souhaiterais recevoir une estimation de mes consommations.	consommation(1),estimation(1),recevoir(1),souhaiter(1)	1	consommation(1),recevoir(1),
2549	1060	2	2	facture	facture	un bilan des consommations en fin d'année.	année(1),bilan(1),consommation(1),fin(1)	1	consommation(1),
2749	1135	2	2	facture	facture	probleme comptable du au fait que les factures ne sont pas envoyees au nom du proprietaire.	comptable(1),envoyees(1),facture(1),fait(1),ne(1),nom(1),pas(1),probleme(1),proprietaire(1),être(1)	1	facture(1),ne(1),pas(1),être(1),
1725	712	2	2	facture	facture	j'aimerais qu'on essaie de resoudre le probleme que j'ai eu edf doit se mettre en cause je suis en train de payer les erreurs d'edf edf n'est pas fiable au niveau des estimations j ai l'impression que je paie des factures qui ne correspondent pas a mes consommations, je vais aller voir un concurrent, je ne suis pas du tout satisfaite je paie plus que l'annee derniere alors que je consomme moins.	aimer(1),aller(2),alors(1),annee(1),avoir(4),cause(1),concurrent(1),consommation(1),consommer(1),correspondre(1),derniere(1),devoir(1),edf(3),erreur(1),essayer(1),estimation(1),facture(1),fiable(1),impression(1),j(1),mettre(1),moins(1),ne(3),niveau(1),pas(3),payer(2),payer|payer(1),plus(1),probleme(1),resoudre(1),satisfait(1),suivre|être(2),tout(1),train(1),voir(1),être(1)	1	alors(1),avoir(4),consommation(1),devoir(1),edf(3),facture(1),ne(3),niveau(1),pas(3),payer|payer(1),plus(1),suivre|être(2),tout(1),être(1),
3775	1437	2	2	facture	facture	il faudrait que les delais d'attente telephoniques soient moins longs j'ai eu un probleme de paiement pour une facture, j'ai envoye un cheque, 8 jours apres mon envoi un agent edf est venu me reclamer l'argent et j'ai recu 2 factures de 75 euros pour le deplacement de l'agent. je ne les paierai pas car il n'avait pas a se deplacer sachant que j'avais deja envoye le cheque auparavant.	agent(2),apres(1),argent(1),attente(1),auparavant(1),avoir(7),cheque(2),deja(1),delais(1),deplacement(1),deplacer(1),edf(1),envoi(1),envoye(2),euro(1),facture(2),falloir(1),jour(1),long(1),moins(1),ne(2),paiement(1),pas(2),payer(1),probleme(1),reclamer(1),recu(1),savoir(1),telephoniques(1),venir(1),être(2)	1	attente(1),avoir(7),delais(1),edf(1),euro(1),facture(2),jour(1),long(1),ne(2),pas(2),venir(1),être(2),
1358	554	2	2	facture	facture	je pense pouvoir diminuer la facture.	diminuer(1),facture(1),penser(1),pouvoir(1)	1	facture(1),pouvoir(1),
868	377	2	2	facture	facture	on ne doit pas couper systématiquement le courant dans les bureaux, on doit reporter sur les factures d'après. certains sites edf le font. les duplicata de factures ne doivent pas être payantes pour une facture de 20 euros payer 10 euros hors taxes de duplicata c'est aberrant.	aberrant(1),bureau(1),couper(1),courant(1),d'après(1),devoir(3),duplicata(2),edf(1),euro(2),facture(3),faire(1),ne(2),pas(2),payant(1),payer|payer(1),reporter(1),site(1),systématiquement(1),taxe(1),être(2)	1	devoir(3),edf(1),euro(2),facture(3),faire(1),ne(2),pas(2),payer|payer(1),être(2),
471	208	2	2	facture	facture	j'ai fait une demande de regroupement de facture, edf m'a signale qu'une personne allait m'appeler la semaine suivante. ca fait deja 15 jours et je n'ai aucune nouvelle.	aller(1),appeler(1),avoir(3),ca(1),deja(1),demande(1),edf(1),facture(1),faire(2),jour(1),ne(1),nouveau(1),personne(1),regroupement(1),semaine(1),signaler(1),suivant(1)	3	appeler(1),avoir(3),ca(1),demande(1),edf(1),facture(1),faire(2),jour(1),ne(1),nouveau(1),personne(1),
1494	611	2	2	facture	facture	je souhaiterais que mon nom ne figure pas dans la facture, je l'ai deja evoque mais cela n'a toujours pas changé.	avoir(2),changer(1),deja(1),evoque(1),facture(1),figurer(1),ne(2),nom(1),pas(2),souhaiter(1),toujours(1)	1	avoir(2),facture(1),ne(2),pas(2),toujours(1),
914	397	2	2	facture	facture	je paie l'abonnement mais pas la consommation depuis 6 mois car ils ont change mon numero de client et quand je leur donne celui qui se trouve sur les anciennes factures, il correspond a une autre personne qui se trouve dans la mayenne.	abonnement(1),ancien(1),autre(1),avoir(2),changer(1),client(1),consommation(1),correspondre(1),donner(1),facture(1),mayenne(1),moi|mois(1),numero(1),pas(1),payer(1),personne(1),trouver(2)	1	avoir(2),client(1),consommation(1),facture(1),moi|mois(1),pas(1),personne(1),
2341	976	2	2	facture	facture	j'ai toujours pas eu de factures.	avoir(2),facture(1),pas(1),toujours(1)	1	avoir(2),facture(1),pas(1),toujours(1),
2263	931	2	2	facture	facture	j'aimerais payer edf il n'arrive pas a me prélever et payer d'un coup ce n'est pas bon en plus j'ai les majorations alors que ce n'est pas de ma faute.	aimer(1),alors(1),arriver(1),avoir(2),bon(1),coup(1),edf(1),faute(1),majoration(1),ne(3),pas(3),payer|payer(2),plus(1),prélever(1),être(2)	1	alors(1),avoir(2),bon(1),edf(1),ne(3),pas(3),payer|payer(2),plus(1),être(2),
1360	556	2	2	facture	facture	on m'a fait une estimation de ma consommation détaillée et je souhaite recevoir le compte rendu au plus vite.	avoir(1),compte(1),consommation(1),détailler(1),estimation(1),faire(1),plus(1),recevoir(1),rendre(1),souhaiter(1),vite(1)	1	avoir(1),compte(1),consommation(1),faire(1),plus(1),recevoir(1),
1323	546	2	2	facture	facture	j'ai une reclamation sur une facture edf me demande 10 euros pour etablir un duplicata, un justificatif j'ai refuse, j'ai trouve ca bizarre qu'on me demande 10 euros pour un justificatif.	avoir(3),bizarre(1),ca(1),demander(2),duplicata(1),edf(1),etablir(1),euro(2),facture(1),justificatif(2),reclamation(1),refuser(1),trouver(1)	1	avoir(3),ca(1),edf(1),euro(2),facture(1),
950	410	2	2	facture	facture	j'ai recu une facture de 13923 euros de la part d'edf. selon moi c'est une facture qui ne m'est pas destinee et j'ai fait le calcul des mes factures et ce montant s'eleve à un peu pres 21000 euros, lorsque j'ai eu technicien de chez edf pour verifier le releve de compteur pour voir si ce n'etait pas eronne j'ai contacte edf puis j'ai eu une personne qui m'a dit qu'il allait contacter ses superieurs en me disant qu'il allait me rappeller, chose qui n'a jamais faite.	aller(2),avoir(9),calcul(1),chose(1),compteur(1),contacter(2),destinee(1),dire(2),edf(3),eleve(1),eronne(1),etait(1),euro(2),facture(3),faire(2),jamais(1),montant(1),ne(3),part(1),pas(2),personne(1),peu(1),pres(1),puis(1),rappeller(1),recu(1),releve(1),superieurs(1),technicien(1),verifier(1),voir(1),être(2)	1	avoir(9),chose(1),edf(3),euro(2),facture(3),faire(2),jamais(1),ne(3),pas(2),personne(1),technicien(1),être(2),
468	206	2	2	facture	facture	j'ai dûpayer 15 euros de pénalité pour une facture qui n'était pas au bon nom alors que je ne suis pas en tort. c'est edf qui n'a pas bien fait son travail cela ne me fait pas plaisir je demande qu'on me restitue cet argent que je n'avais pas a payer.	alors(1),argent(1),avoir(4),bien(1),bon(1),demander(1),dûpayer(1),edf(1),euro(1),facture(1),faire(2),ne(5),nom(1),pas(5),payer|payer(1),plaisir(1),pénalité(1),restituer(1),suivre|être(1),tort(1),travail(1),être(2)	1	alors(1),avoir(4),bien(1),bon(1),edf(1),euro(1),facture(1),faire(2),ne(5),pas(5),payer|payer(1),suivre|être(1),travail(1),être(2),
458	202	2	2	facture	facture	au niveau des factures intermediaires il y a une estimation excessive, c'est ce qui ne va pas.	aller(1),avoir(1),estimation(1),excessif(1),facture(1),intermediaires(1),ne(1),niveau(1),pas(1),être(1)	1	avoir(1),facture(1),ne(1),niveau(1),pas(1),être(1),
2342	977	2	2	facture	facture	j'aimerais avoir un contact avec edf pro au sujet de mes factures car je ne les ai pas recues encore.	aimer(1),avoir(2),contact(1),edf(1),encore(1),facture(1),ne(1),pas(1),pro(1),recues(1),sujet(1)	1	avoir(2),contact(1),edf(1),facture(1),ne(1),pas(1),
2280	943	2	2	facture	facture	certaines personnes chez edf tiennent compte de ce que je dis et d'autres non le releve n'a rien a voir avec la facture je ne suis pas content car cela m'a occasionne des frais.	autre(1),avoir(3),compte(1),content(1),dire(1),edf(1),facture(1),frais(1),ne(2),non(1),occasionner(1),pas(1),personne(1),releve(1),rien(1),suivre|être(1),tenir(1),voir(1)	1	avoir(3),compte(1),edf(1),facture(1),ne(2),pas(1),personne(1),rien(1),suivre|être(1),
2246	923	2	2	facture	facture	j aimerais qu'edf soit plus sympa et comprehensif envers nos metiers, je suis boulangere j'aimerais avoir un geste commercial pour nos factures qui sont enormes avant on pouvait les joindre plus facilement tandis que maintenant on n'a plus accès aux personnes.	accès(1),aimer(2),avoir(2),boulangere(1),commercial(1),comprehensif(1),edf(1),enormes(1),facilement(1),facture(1),geste(1),j(1),joindre(1),maintenant(1),metiers(1),ne(1),personne(1),plus(3),pouvoir(1),suivre|être(1),sympa(1),être(1)	1	avoir(2),edf(1),facture(1),joindre(1),ne(1),personne(1),plus(3),pouvoir(1),suivre|être(1),être(1),
337	150	2	2	facture	facture	je souhaterais avoir des statistiques sur les factures selon les annees.	annees(1),avoir(1),facture(1),souhaterais(1),statistique(1)	1	avoir(1),facture(1),
1869	773	2	2	facture	facture	j'espere ne plus avoir de probleme sur ma facture a savoir la non concordance entre les estimations de ma consommation sur la facture et les chiffres affiches sur mon compteur.	afficher(1),avoir(2),chiffre(1),compteur(1),concordance(1),consommation(1),espere(1),estimation(1),facture(2),ne(1),non(1),plus(1),probleme(1),savoir(1)	1	avoir(2),consommation(1),facture(2),ne(1),plus(1),
334	149	2	2	facture	facture	il y a une absence de suivi il y a eu amalgame de nom de société on a envoyé nos factures à l'autre société qui est en liquidation judiciaire, et nous a menacé de nous couper puisque nous n'avions pas payer nos factures (puisque pas reçues)a ce jour j'ai eu des duplicata des factures que nous avons payé et je ne sais toujours pas, si la différence a été faite.	absence(1),amalgame(1),autre(1),avoir(10),couper(1),différence(1),duplicata(1),envoyer(1),facture(3),faire(1),jour(1),judiciaire(1),liquidation(1),menacer(1),ne(2),nom(1),pas(3),payer|payer(2),reçues)a(1),savoir(1),société(2),suivre(1),toujours(1),être(2)	1	avoir(10),envoyer(1),facture(3),faire(1),jour(1),ne(2),pas(3),payer|payer(2),toujours(1),être(2),
1886	780	2	2	facture	facture	est-ce que edf compte reconnaître leur erreur ? sachant qu'ils ont encaissé des chèques payés dont ils ne retrouvent pas la trace difficulté à trouver un interlocuteur connaissant mon problème edf m'envoie toujours des relances pour payer deux factures que j'ai déjà payé.	avoir(2),chèque(1),compter(1),connaître(1),difficulté(1),déjà(1),edf(2),encaisser(1),envoyer(1),erreur(1),facture(1),interlocuteur(1),ne(1),pas(1),payer|payer(3),problème(1),reconnaître(1),relance(1),retrouver(1),savoir(1),toujours(1),trace(1),trouver(1),être(1)	4	avoir(2),edf(2),envoyer(1),facture(1),interlocuteur(1),ne(1),pas(1),payer|payer(3),toujours(1),être(1),
216	97	2	2	facture	facture	jamais le meme interlocuteur en ligne je souhaite pouvoir payer en plusieurs fois lorsque j'ai une grosse facture aucun geste de la part d'edf pour ce type de demande.	avoir(1),demande(1),edf(1),facturer(1),foi|fois(1),geste(1),gros|grosse(1),interlocuteur(1),jamais(1),ligne(1),meme(1),part(1),payer|payer(1),pouvoir(1),souhaiter(1),type(1)	3	avoir(1),demande(1),edf(1),facturer(1),foi|fois(1),interlocuteur(1),jamais(1),meme(1),payer|payer(1),pouvoir(1),
3081	1242	2	2	facture	facture	je refuse le paiement par prelevement car j'ai besoin de controler mon compte je prefere payer par cheque.	avoir(1),besoin(1),cheque(1),compte(1),controler(1),paiement(1),payer|payer(1),prefere(1),prelevement(1),refuser(1)	1	avoir(1),compte(1),payer|payer(1),
2275	941	2	2	facture	facture	quelques techniciens d'edf ne sont pas tres au point ils n'expliquent pas bien beaucoup de factures je ne comprends pas a quoi ca correspond.	avoir(1),beaucoup(1),bien(1),ca(1),comprendre(1),correspondre(1),edf(1),expliquer(1),facture(1),ne(3),pas(3),point(1),technicien(1),tres(1),être(1)	3	avoir(1),beaucoup(1),bien(1),ca(1),edf(1),facture(1),ne(3),pas(3),technicien(1),être(1),
138	55	2	2	facture	facture	mon entreprise est saisonniere donc je n'ai pas la meme consommation l'ete et l'hiver mais edf me fait des estimations a l'annee.j'aimerais qu'ils me fassent des estimations par rapport au mois precedent.	annee.j'aimerais(1),avoir(2),consommation(1),donc(1),edf(1),entreprise(1),estimation(2),ete(1),faire(2),hiver(1),meme(1),moi|mois(1),ne(1),pas(1),precedent(1),rapport(1),saisonniere(1),être(1)	1	avoir(2),consommation(1),edf(1),faire(2),meme(1),moi|mois(1),ne(1),pas(1),être(1),
3937	1488	2	2	facture	facture	les difficultes se trouvent au niveau technique : comme j'ai annule l'interruption de contrat en 2004 : l'interruption a ete faite mais non enregistree et j'ai continue a recevoir des factures : je suis intervenue par telephone plusieurs fois et donc l'intervention etait en novembre et je recois fin mars 1 facture avec 1 rectification : maintenant edf confirme me devoir 1 trop verse et on ne me dit pas comment je vais etre remboursee.	aller(1),annuler(1),avoir(4),comment(1),confirmer(1),continu(1),contrat(1),devoir(1),difficultes(1),dire(1),donc(1),edf(1),enregistree(1),etait(1),ete(1),etre(1),facture(2),faire(1),fin(1),foi|fois(1),interruption(2),intervenir(1),intervention(1),maintenant(1),mars(1),ne(1),niveau(1),non(1),novembre(1),pas(1),recevoir(1),recois(1),rectification(1),remboursee(1),suivre|être(1),technique(1),telephone(1),trop(1),trouver(1),verse(1)	1	avoir(4),devoir(1),edf(1),facture(2),faire(1),foi|fois(1),intervention(1),ne(1),niveau(1),pas(1),recevoir(1),suivre|être(1),telephone(1),trop(1),
3486	1360	2	2	facture	facture	j'aimerais que edf me facture mes consommations reelles et non sur des estimations cela eviterait d'avoir des surprises.	aimer(1),avoir(1),consommation(1),edf(1),estimation(1),eviterait(1),facturer(1),non(1),reelles(1),surprise(1)	1	avoir(1),consommation(1),edf(1),facturer(1),
1366	559	2	2	facture	facture	edf devrait etre plus pres des clients : quand il y a un probleme qui peut se regler en une journee on ne peut que se desoler qu'il ne soit toujours pas regle un an apres : probleme de releve de compteur il y a un an : ce mauvais releve de compteur a genere une mauvaise facture : trop elevee 7297 euros alors que d'habitude on payait que 100 euros : et qu'aujoud'hui nous sommes a une facture de 8275 euros :le litige n'est pas regle et on est toujours en attente du reglement du litige.	:le(1),alors(1),an(2),apres(1),attente(1),aujoud'hui(1),avoir(4),client(1),compteur(2),desoler(1),devoir(1),edf(1),elevee(1),etre(1),euro(3),facture(2),genere(1),habitude(1),journee(1),litige(2),mauvais(2),ne(3),pas(2),payer|payer(1),plus(1),pouvoir(2),pres(1),probleme(2),regle(2),reglement(1),regler(1),releve(2),sommer|être(1),toujours(2),trop(1),être(3)	1	alors(1),attente(1),avoir(4),client(1),devoir(1),edf(1),euro(3),facture(2),ne(3),pas(2),payer|payer(1),plus(1),pouvoir(2),toujours(2),trop(1),être(3),
2289	946	2	2	facture	facture	j'espere qu'edf pourra me faire payer mes factures en plusieurs tranches.	edf(1),espere(1),facture(1),faire(1),payer|payer(1),pouvoir(1),tranche(1)	1	edf(1),facture(1),faire(1),payer|payer(1),pouvoir(1),
1818	752	2	2	facture	facture	réduire la facture.	facture(1),réduire(1)	1	facture(1),
1811	750	2	2	facture	facture	je n'ai toujours pas recu mon nouvel echeancier.	avoir(1),echeancier(1),ne(1),nouveau(1),pas(1),recu(1),toujours(1)	1	avoir(1),ne(1),nouveau(1),pas(1),toujours(1),
3918	1483	2	2	facture	facture	je désire que mon ne figure plus sur les factures le nom de la société suffit largement surtout que je ne suis qu'une salariée.	désirer(1),facture(1),figurer(1),largement(1),ne(2),nom(1),plus(1),salarié(1),société(1),suffire(1),suivre|être(1),surtout(1)	1	facture(1),ne(2),plus(1),suivre|être(1),
396	174	2	2	facture	facture	facture des prestations alors que ce n'est pas de qualité edf a coupé sans aucune prévention j'ai eu differents sinistres pour lesquels ils ne nous ont pas encore indemnisé si ca continue je prend un avocat je suis sur le point de changer de fournisseur.	alors(1),avocat(1),avoir(4),ca(1),changer(1),continuer(1),couper(1),differents(1),edf(1),encore(1),facture(1),fournisseur(1),indemniser(1),ne(2),pas(2),point(1),prendre(1),prestation(1),prévention(1),qualité(1),si(1),sinistre(1),suivre|être(1),être(1)	3	alors(1),avoir(4),ca(1),edf(1),facture(1),ne(2),pas(2),prendre(1),suivre|être(1),être(1),
1195	493	2	2	facture	facture	notre siege a change d'adresse que nous avons communiquee a edf seulement ils ont continue a envoyer la facturation du point de vente a l'ancienne adresse du siege et sont venus me couper l'electricite car je n'avais soi disant pas paye une facture que je n'avais jamais reçue.	adresse(2),ancien(1),avoir(8),changer(1),communiquee(1),continu(1),couper(1),dire(1),edf(1),electricite(1),envoyer(1),facturation(1),facture(1),jamais(1),ne(2),pas(1),payer(1),point(1),recevoir(1),seulement(1),siege(2),venir(1),vente(1),être(1)	1	avoir(8),edf(1),electricite(1),envoyer(1),facture(1),jamais(1),ne(2),pas(1),recevoir(1),venir(1),être(1),
2079	849	2	2	facture	facture	j'ai reçu une facture ou on me demande de payer une pénalité alors que j'ai payé fin février alors que la date prévue était début mars.	alors(2),avoir(2),date(1),demander(1),début(1),facture(1),fin(1),février(1),mars(1),payer|payer(2),prévoir(1),pénalité(1),recevoir(1),être(1)	1	alors(2),avoir(2),facture(1),payer|payer(2),recevoir(1),être(1),
1126	468	2	2	facture	facture	absence de rib sur factures.	absence(1),facture(1),rib(1)	1	facture(1),
1838	760	2	2	facture	facture	il a recu une facture élevée il souhaite qu'un technicien passe pour relève le compteur pour avoir un même montant de facture qui soit exact a chaque parce qu'il se retrouve à payer des sommes trop élevées à la fin de l'année.	année(1),avoir(3),compteur(1),exact(1),facture(2),fin(1),montant(1),même(1),passer(1),payer|payer(1),recu(1),relever(1),retrouver(1),somme(1),souhaiter(1),technicien(1),trop(1),élever(2)	1	avoir(3),facture(2),passer(1),payer|payer(1),technicien(1),trop(1),
1829	759	2	2	facture	facture	pour les releves de consommation nous souhaiterions vivement que edf realise des relevés de consommation effective et non estimative concernant la facturation des consommations durant l'hiver du fait de l'importance des montants payes nous souhaiterions que edf fasse preuve de comprehension dans le reglement echelonné des dites factures.	comprehension(1),concerner(1),consommation(3),dit(1),echelonné(1),edf(2),effectif(1),estimatif(1),facturation(1),facture(1),faire(1),fait(1),hiver(1),importance(1),montant(1),non(1),payer(1),preuve(1),realise(1),reglement(1),releves(1),relevé(1),souhaiter(2),vivement(1)	1	concerner(1),consommation(3),edf(2),facture(1),faire(1),
2059	845	2	2	facture	facture	il y a 4 mois j ai reçu mon relève et j avais 2712 de kwl je me suis qu edf s'est trompé en regardant la facture qui était exorbitante j'ai téléphoné à edf pour qu'ils viennent vérifier mon compteur ils ont promis rectifier l'erreur 3 semaine après, l'erreur n'a toujours pas été rectifiée puisque j ai reçu une autre facture avec la même somme de 3800 euros.	autre(1),avoir(7),compteur(1),edf(2),erreur(2),euro(1),exorbitant(1),facture(2),j(3),kwl(1),moi|mois(1),même(1),ne(1),pas(1),promettre(1),qu(1),recevoir(2),rectifier(2),regarder(1),relève(1),semaine(1),somme(1),suivre|être(1),toujours(1),tromper(1),téléphoner(1),venir(1),vérifier(1),être(3)	1	avoir(7),edf(2),euro(1),facture(2),moi|mois(1),ne(1),pas(1),recevoir(2),suivre|être(1),toujours(1),venir(1),être(3),
3288	1302	2	2	facture	facture	j'attends toujours la regularisation de la facture pour le site la roche bernard depuis le mois de decembre.	attendre(1),bernard(1),decembre(1),facture(1),moi|mois(1),regularisation(1),roche(1),site(1),toujours(1)	1	facture(1),moi|mois(1),toujours(1),
254	113	2	2	facture	facture	quand edf nous disent qu'ils vont nous rappeler, qu'ils nous rappelle je recois toujours des factures forfaitaires et je ne sais pas si mon compteur a bien ete releve.	aller(1),avoir(1),bien(1),compteur(1),dire(1),edf(1),ete(1),facture(1),forfaitaire(1),ne(1),pas(1),rappeler(2),recois(1),releve(1),savoir(1),si(1),toujours(1)	1	avoir(1),bien(1),edf(1),facture(1),ne(1),pas(1),toujours(1),
256	115	2	2	facture	facture	l'estimation de la facture, l'echeancier est tres haut par rapport a ce que je vais consommer.	aller(1),avoir(1),consommer(1),echeancier(1),estimation(1),facture(1),haut(1),rapport(1),tres(1),être(1)	1	avoir(1),facture(1),être(1),
1073	450	2	2	facture	facture	j'espere que edf tiendra sa promesse d'une baisse de 15% sur ma facture d'électricité.	baisse(1),edf(1),espere(1),facture(1),promesse(1),tenir(1),électricité(1)	1	edf(1),facture(1),
135	53	2	2	facture	facture	on paie a edf mais dans le cadre d'un credit d'edf entre edf pro et edf entreprise il n'y a aucun lien. j'ai du essayer de moi meme de me faire rembourses 35 euros d 'edf entreprise pour les payer a edf pro interlocuteur desagreable.	'edf(1),avoir(4),cadre(1),credit(1),d(1),desagreable(1),edf(5),entreprendre(2),essayer|essayer(1),euro(1),faire(1),interlocuteur(1),lien(1),meme(1),ne(1),payer(1),payer|payer(1),pro(2),rembourser(1)	1	avoir(4),edf(5),euro(1),faire(1),interlocuteur(1),meme(1),ne(1),payer|payer(1),
1199	496	2	2	facture	facture	nous avons un different avec edf concernant la releve de compteur et la facturation la facture emise par edf nous semble tres disproportionnee par rapport a ce que nous estimons etre notre consommation au vu de notre habitude,la reclamation est en cours et edf met beaucoup trop de temps pour apporter une solution definitive.	apporter(1),avoir(2),beaucoup(1),compteur(1),concerner(1),consommation(1),cour|cours(1),definitive(1),different(1),disproportionnee(1),edf(3),emise(1),estimer(1),etre(1),facturation(1),facture(1),habitude,la(1),mettre(1),rapport(1),reclamation(1),releve(1),sembler(1),solution(1),temps(1),tres(1),trop(1),voir(1),être(1)	1	avoir(2),beaucoup(1),concerner(1),consommation(1),edf(3),facture(1),temps(1),trop(1),être(1),
132	51	2	2	facture	facture	au niveau des factures je ne les reçoit pas ou alors très tard edf ne reçoit pas mes chèques ou alors les traitement sont très longs.	alors(2),chèque(1),edf(1),facture(1),long(1),ne(2),niveau(1),pas(2),recevoir(2),tard(1),traitement(1),très(2),être(1)	1	alors(2),edf(1),facture(1),long(1),ne(2),niveau(1),pas(2),recevoir(2),être(1),
940	408	2	2	facture	facture	j'aimerais bien recevoir les factures qu'edf pro me fait payer 8 euro pour un duplicata pour des factures qu'ils ne m'ont pas envoyees.	aimer(1),avoir(1),bien(1),duplicata(1),edf(1),envoyees(1),facture(2),faire(1),ne(1),pas(1),payer|payer(1),pro(1),recevoir(1)	1	avoir(1),bien(1),edf(1),facture(2),faire(1),ne(1),pas(1),payer|payer(1),recevoir(1),
1285	532	2	2	facture	facture	les factures sont trop importantes comparativement aux equipements que j'ai et je me demande ce que cela va etre quand j'agrandirai mon affaire.	affaire(1),agrandir(1),aller(1),avoir(1),comparativement(1),demander(1),equipements(1),etre(1),facture(1),important(1),trop(1),être(1)	1	avoir(1),facture(1),trop(1),être(1),
2315	961	2	2	facture	facture	je souhaiterais un montant de facture plus regulier personne ne m'a rappele pour pouvoir payer en differe, sur 4 echeances je ne peux pas regler 1100 euros en une seule fois.	avoir(1),differe(1),echeances(1),euro(1),facture(1),foi|fois(1),montant(1),ne(2),pas(1),payer|payer(1),personne(1),plus(1),pouvoir(2),rappele(1),regler(1),regulier(1),seul(1),souhaiter(1)	1	avoir(1),euro(1),facture(1),foi|fois(1),ne(2),pas(1),payer|payer(1),personne(1),plus(1),pouvoir(2),
1107	461	2	2	facture	facture	il faudrait que les factures correspondent à la realite.	correspondre(1),facture(1),falloir(1),realite(1)	4	facture(1),
